name;variation_type;variant;category;brand;reference;barcode;description;description_on_invoice;price;price_supplier;unity;control_stock;vat;vat_isention;vat_isention_norm;product_type;class_;merceria_nortenha;stock_merceria_nortenha;profit_margin;image
Alimento Humido p/ Gatos     Felix;;;PET;Purina;Salmão/Atum;7613287371157;;Não;2,9900;1,9900;Uni;Sim;23;;;P;;S;1,0000;22.16;
Alimento Humido p/ Gatos  Felix;;;PET;Purina;Original;7613287491909;;Não;2,9900;1,9900;Uni;Sim;23;;;P;;S;2,0000;22.16;
Fermento em Pó;;;MERCEARIA;Bravo;Rio Bravo;5601219130127;;Não;1,5500;0,9600;Uni;Sim;23;;;P;ALI;S;4,0000;31.27;
Molho Cocktail Picante;;;AZEITE | MOLHOS;Paladin;Paladin275ml;5601517391091;;Não;2,0900;1,2900;Uni;Sim;23;;;P;;S;7,0000;31.72;
Maionese Top Down;;;AZEITE | MOLHOS;Paladin;Paladin emb. 225 ml;5601517350012;;Não;1,5900;0,9400;Uni;Sim;23;;;P;;S;6,0000;37.52;https://www.vendus.pt/foto/c6b00a934f56f79bc326d2fbcee49c16.jpg
Ketchup Top Down;;;AZEITE | MOLHOS;Paladin;Paladin emb. 250 gr;5601517360011;;Não;1,8500;1,1800;Uni;Sim;23;;;P;;S;8,0000;27.46;https://www.vendus.pt/foto/9c9e6d0eb0ec0dbeb6478decbac9a2d4.jpg
Mostarda Top Down;;;AZEITE | MOLHOS;Paladin;Paladin emb. 250  gr;5601517380026;;Não;1,5900;0,8200;Uni;Sim;23;;;P;;S;8,0000;57.64;https://www.vendus.pt/foto/16b82c6e5c9d5fb518e74f5653774ae2.jpg
Maionese Frasco;;;AZEITE | MOLHOS;Hellmann's;Hellmann's emb. 208 gr;8712100417184;;Não;2,7023;1,6900;Kg;Sim;23;;;P;;S;0;30.00;https://www.vendus.pt/foto/94f10974801fcddff2ac9e07848b1ae7.jpg
Paliteiro;;;UTILITARIOS;Puríssimo;Puríssimo 120 und;5600817020915;;Não;0,5500;0,3300;Uni;Sim;23;;;P;;S;24,0000;35.50;
Óleo Alimentar;;;AZEITE | MOLHOS;Fula;Fula emb. 1 lt;5601024105020;;Não;2,1900;1,4900;Kg;Sim;13;;;P;;S;13,0000;30.07;https://www.vendus.pt/foto/5372bba365740c64101f255f29b5ef05.jpg
Pensos Higiénicos Normal;;;HIGIENE;Reglex;Reglex emb. 20 un;5601028001199;;Não;1,3900;0,9900;Uni;Sim;6;;;P;;S;8,0000;32.46;
Tosta Mini Grill Integral;;;SNACKS;Diatosta;DIATOSTA 180g;5601560111844;;Não;1,7500;1,2500;Uni;Sim;6;;;P;;S;2,0000;32.08;
Mini tostas de trigo;;;SNACKS;Diatosta;Diatosta 90 g;5601560111189;;Não;1,1000;0,7500;Uni;Sim;6;;;P;;S;-1,0000;38.36;
Mini tostas de trigo;;;SNACKS;Diatosta;Diatosta 350g;5601560111196;;Não;2,4900;1,8500;Uni;Sim;6;;;P;;S;0;26.98;
Pão de Leite Dulca 8 Un;;;MATINAIS;Dulca;Dulca 8 Un 220 g;8413675000190;;Não;1,2953;0,9400;Uni;Sim;6;;;P;;S;2,0000;30.00;
Agua Serra da Penha;;;BEBIDAS S/ ALCOOL;Serra da Penha;Serra da Penha  5L;5601591000032;;Não;1,0000;0,6800;Uni;Sim;13;;;P;;S;5,0000;30.14;
Ração Seca p. Gato;;;PET;Catclassic;Catclassic Salmão;5601035400848;;Não;4,2900;2,6400;Uni;Sim;23;;;P;;S;-1,0000;32.11;
Ração Seca mix carnes;;;PET;Catclassic;Catclassic 1.5 kg;5601035400824;;Não;2,9900;1,8700;Uni;Sim;23;;;P;;S;0;29.99;
Ração S. Cão Júnior Frango | Arroz;;;PET;Dogclassic;Dogclassic 4 kg;5601035400763;;Não;8,6900;5,3900;Uni;Sim;23;;;P;;S;-1,0000;31.08;
Ração Seca Cão Adulto Carnes;;;PET;Dogclassic;Dogclassic 4  kg;5601035400770;;Não;5,7900;3,5900;Uni;Sim;23;;;P;;S;1,0000;31.12;
Ração H. Gato de Salmão;;;PET;Petcool;Petcool 100g;8436560680819;;Não;0,4000;0,2200;Uni;Sim;23;;;P;;S;16,0000;47.82;
Ração H. Gato de Frango;;;PET;Petcool;Petcool  100g;8436560680802;;Não;0,4000;0,2200;Uni;Sim;23;;;P;;S;8,0000;47.82;
Alface Vermelha;;;LEGUMES;Frutas Ribeiros;VALF479-24031391;;;Não;1,3000;0,9500;Kg;Sim;6;;;P;ALI;S;2,1850;29.10;https://www.vendus.pt/foto/1cf845bc98c0ba4d3b9b632e1bad9f86.jpg
Esfregão Ultra Fresh Fibra Verde;;;LIMPEZA;Vileda;Vileda 2 un + 1 un;;;Não;1,5900;0,9100;Uni;Sim;23;;;P;;S;11,0000;42.05;
Lâminas de Barbear Descartáveis;;;HIGIENE;BIC;Sensitive Bic 3;3086126691862;;Não;3,1900;1,9900;Uni;Sim;23;;;P;;S;5,0000;30.33;
Chá Verde 10 sq.  Tley;;;MATINAIS;Tley;Tley 10 saq.;5601408010339;;Não;0,7900;0,5700;Uni;Sim;6;;;P;;S;11,0000;30.75;
Cebola Roxa;;;LEGUMES;Frutas Ribeiros;VCEB483-24031323;;;Não;1,9000;1,3900;Kg;Sim;6;;;P;ALI;S;-1,2950;28.95;https://www.vendus.pt/foto/16b7c7b430cee3c239991b962c60ddce.jpeg
Chá Preto  Descafeinado;;;MATINAIS;Tley;Tley 10 sq.;5601408000026;;Não;0,9500;0,6700;Uni;Sim;6;;;P;;S;12,0000;33.77;
Chá Infusão Verbena;;;MATINAIS;Tley;Tley 10  saq.;5601408010124;;Não;0,7900;0,5700;Uni;Sim;6;;;P;;S;12,0000;30.75;
Grand Dessert;;;;;VGRA486-24031480;8003295000016;;Não;2,7000;0,0000;Uni;Sim;23;;;P;;S;0;100;
Chá de Rooibos;;;MATINAIS;Tley;Tley  10  saq.;5601408000118;;Não;0,9500;0,6700;Uni;Sim;6;;;P;;S;0;33.77;
Atum Posta ao Natural;;;CONSERVAS;Puríssimo;Puríssimo 120g;5600817026368;;Não;0,9500;0,6900;Uni;Sim;6;;;P;ALI;S;17,0000;29.89;https://www.vendus.pt/foto/3f47adc2ae9eb2da8d830c468932c012.jpg
Atum Posta em óleo vegetal;;;CONSERVAS;Puríssimo;Puríssimo  120g;5600817026351;;Não;0,9500;0,6900;Uni;Sim;6;;;P;ALI;S;18,0000;29.89;https://www.vendus.pt/foto/3f47a44a6d36aad0611aea268a2a298d.jpg
Leite Meio-Gordo UHT;;;LATICINIOS;Nova Açores;Nova Açorers 1 L;5601883000047;;Não;0,9900;0,7500;Uni;Sim;6;;;P;ALI;S;-2,0000;24.53;
Leite Meio-Gordo UHT;;;LATICINIOS;Nova Açores;Nova Açores 6 x 1L;5601883060041;;Não;5,9500;4,5000;Uni;Sim;6;;;P;ALI;S;0;24.74;
Azeitona cura natural retalhada;;;CONSERVAS;Dolcelli;Dolcelli 400g;5600346480433;;Não;2,6900;1,7700;Uni;Sim;23;;;P;;S;4,0000;23.56;
Azeitona Bical;;;CONSERVAS;Dolcelli;Docelli 400g;5600362061401;;Não;2,5900;1,6800;Uni;Sim;23;;;P;;S;6,0000;25.34;
Tremoços Extra;;;CONSERVAS;Dolcelli;Dolcelli t 400g;5600362066246;;Não;1,9900;1,2200;Uni;Sim;23;;;P;;S;6,0000;32.61;
Pickles;;;CONSERVAS;Dolcelli;Dolcelli  P 400g;5600362067144;;Não;2,4900;1,5400;Uni;Sim;23;;;P;;S;6,0000;31.45;
Gel de Banho Classic;;;HIGIENE;Skyn;Skyn  750 ml;5600387496202;;Não;1,3000;0,8100;Uni;Sim;23;;;P;;S;6,0000;30.48;
Bolor e Humidade;;;LIMPEZA;Glax;Glax  512 l;5600387491320;;Não;1,6900;1,0100;Uni;Sim;23;;;P;;S;12,0000;36.04;
Tira Gorduras;;;LIMPEZA;Milagroso;Milagroso  515 ml;5600387492402;;Não;1,9900;1,1900;Uni;Sim;23;;;P;;S;11,0000;35.96;
Filete Pescada Afri. Sul;;;GRANEL;D. Afonso;PL - 8.81€ kg | PLE - 11€ kg;;;Não;8,8082;6,3900;Kg;Sim;6;;;P;;S;0;30.04;
Cavacas 500g;;;PADARIA;Odisseia;VCAV500-24031596;;;Não;6,5000;4,7500;Uni;Sim;23;;;P;ALI;S;-4,0000;11.25;https://www.vendus.pt/foto/1067ad212f2ead53f4d4ec93e83a6980.jpg
Red Fish n. 4 Hig.;;;GRANEL;D. Afonso;PL - 5.10€ kg | PLE - 6,37€ kg;;;Não;5,1014;3,7000;Kg;Sim;6;;;P;;S;0;30.07;
Pescada Nº4 p/ Fritar Duplicado;;;GRANEL;D. Afonso;PL - 6,36€ kg | PLE - 7.95€ kg;2954396001494;;Não;6,3599;4,6100;Kg;Sim;6;;;P;;S;0;30.15;
Pescada Nº4 p/ Cozer Duplicado;;;GRANEL;D. Afonso;PL - 6.35€ kg | PLE - 7.95€ kg;2954395002287;;Não;6,3500;4,6080;Kg;Sim;6;;;P;;S;-0,8500;30.00;
Pescada Nº6 Arg. Hig.;;;GRANEL;D. Afonso;PL - 3.78 € kg | PLE - 4.72€ kg;2904919002781;;Não;3,7800;2,7400;Kg;Sim;6;;;P;;S;-0,3320;30.15;
Gengibre;;;LEGUMES;Frutas Ribeiros;VGEN505-24031542;;;Não;6,3000;4,5800;Kg;Sim;6;;;P;ALI;S;0,5000;29.77;
Batata Branca Saco 10kg;;;LEGUMES;Frutas Ribeiros;VBAT507-24031578;;;Não;7,6900;5,6000;Kg;Sim;6;;;P;ALI;S;0,0000;29.55;https://www.vendus.pt/foto/2dc2afc74d93335b1eefe749dde92399.jpg
Bebida Refrescante  Limão;;;BEBIDAS S/ ALCOOL;Nestea;Nestea L 1,5 L;5449000088550;;Não;2,2900;1,5600;Uni;Sim;23;;;P;;S;6,0000;19.35;
Batata Vermelha Saco 10kg;;;LEGUMES;Frutas Ribeiros;VBAT508-24031552;;;Não;7,6900;6,0000;Kg;Sim;6;;;P;ALI;S;-1,0000;20.91;https://www.vendus.pt/foto/0e14a068de8bab5c7c11d3fa25a3bb7d.jpg
Bebida Refrescante  Pêssego;;;BEBIDAS S/ ALCOOL;Nestea;Nestea P 1,5 L;5449000030528;;Não;2,2900;1,6400;Uni;Sim;23;;;P;;S;6,0000;13.52;https://www.vendus.pt/foto/0664b7a2a02140d7e5e29b8fb11251b3.jpg
Bebida Refrescante  Manga;;;BEBIDAS S/ ALCOOL;Nestea;Nestea M 1.5 L;5449000111982;;Não;2,2900;1,5600;Uni;Sim;23;;;P;;S;6,0000;19.35;https://www.vendus.pt/foto/9f1465cdae44c2fb04b20033a9af856d.jpg
Refrigerante c/ Gás Ananás;;;BEBIDAS S/ ALCOOL;Fanta;Fanta 1,5 L;5449000003751;;Não;1,6900;1,0600;Kg;Sim;23;;;P;;S;8,0000;29.62;https://www.vendus.pt/foto/3b1a777df981bd625461712a2c7f09e8.jpg
Refrigerante c/ Gás Laranja;;;BEBIDAS S/ ALCOOL;Fanta;Fanta L 1.5 L;5449000003751;;Não;1,6900;1,0400;Kg;Sim;23;;;P;;S;8,0000;32.11;https://www.vendus.pt/foto/43ee92377c847f08d636d6df21ed8e67.jpg
Cerveja com Álcool;;;BEBIDAS C/ ALCOOL;Super Bock;Super Bock Litrosa 1 lt;5601164115606;;Não;2,1500;1,3500;Uni;Sim;23;;;P;;S;12,0000;29.48;https://www.vendus.pt/foto/7081e9c5d4c4433bbe57c2de68f235a9.jpg
Água com Gás;;;BEBIDAS S/ ALCOOL;Pedras;Pedras Salgadas 25cl;56004083;;Não;0,5500;0,4100;Uni;Sim;13;;;P;;S;-2,0000;18.71;
Água com Gás  Limão;;;BEBIDAS S/ ALCOOL;Pedras;Pedras Limão 4 x 25 cl;5601195510128;;Não;2,9900;1,8400;Uni;Sim;23;;;P;;S;0;32.11;
Água com Gás Frutos Vermelhos;;;BEBIDAS S/ ALCOOL;Pedras;Pedras F 4 x 25 cl;5601195510128;;Não;2,6000;1,6300;Uni;Sim;23;;;P;;S;6,0000;29.68;
Água com Gás Frutos Vermelhos;;;BEBIDAS S/ ALCOOL;Pedras;Pedras F 25cl;56055702;;Não;0,6500;0,4100;Uni;Sim;23;;;P;;S;-1,0000;28.89;https://www.vendus.pt/foto/a3c7ac7895c4bcfcc352e28699d21057.jpg
Água com Gás  Limão;;;BEBIDAS S/ ALCOOL;Pedras;Pedras L 25 cl;56002980;;Não;0,7500;0,4600;Uni;Sim;23;;;P;;S;-1,0000;32.56;https://www.vendus.pt/foto/4d9b505b0752bae107501fcb790fb63e.jpg
Cerveja com Álcool;;;BEBIDAS C/ ALCOOL;Super Bock;Super Bock 24 x 33 cl;5601164404205;;Não;19,9900;12,7500;Uni;Sim;23;;;P;;S;0;27.47;https://www.vendus.pt/foto/32c132264507526ed3299951e3bcc320.jpg
Cerveja com Álcool Preta;;;BEBIDAS C/ ALCOOL;Super Bock;Super Bock Stout 33cl;56001266;;Não;0,9500;0,5900;Uni;Sim;23;;;P;;S;0;30.91;https://www.vendus.pt/foto/e6df2f90d817c8e98d41bad03b8ee711.jpg
Somersby Maça;;;BEBIDAS C/ ALCOOL;Somersby;Somersby Maça 33 cl;56015386;;Não;1,2500;0,7800;Uni;Sim;23;;;P;;S;15,0000;30.29;https://www.vendus.pt/foto/a74533a5e6d7d1e1e9cd7dce7501fdb3.png
Somersby Blackberry;;;BEBIDAS C/ ALCOOL;Somersby;Somersby Blackberry 33 cl;56007022;;Não;1,2500;0,7800;Uni;Sim;23;;;P;;S;15,0000;30.29;https://www.vendus.pt/foto/d09bc6d8be8a4b52adb1ef3c88d1ceb3.png
Cerveja com Álcool Mini;;;BEBIDAS C/ ALCOOL;Super Bock;Super Bock Mini 24 x20 cl;5601164001497;;Não;13,5900;8,5000;Uni;Sim;23;;;P;;S;0;29.99;https://www.vendus.pt/foto/664e6bb462bd7afefd24f2536698a3cc.jpg
Super Bock Garrafa Mini 20 cl;;;BEBIDAS C/ ALCOOL;Super Bock;Super Bock Mini 20 cl;56002621;;Não;0,5500;0,3600;Uni;Sim;23;;;P;;S;-4,0000;24.21;
Pão Forma Branco;;;MATINAIS;Bimbo;Bimbo  430g;5601027117303;;Não;2,1500;1,7700;Uni;Sim;6;;;P;ALI;S;0;14.59;
Rosca Pão Ló;;;PADARIA;Odisseia;VROS527-24031623;;;Não;13,0000;9,5000;Kg;Sim;23;;;P;ALI;S;0;11.25;
Lixivia  Perfume do Campo;;;LIMPEZA;Neoblanc;Neoblac 1 L;8001480020542;;Não;1,6900;1,0600;Uni;Sim;23;;;P;;S;18,0000;29.62;
Saco de Lixo;;;LIMPEZA;Amanhecer 1;Amanhecer 50 L;5601227022902;;Não;1,3900;0,8900;Uni;Sim;23;;;P;CAS;S;0;26.98;
Esfregao Salva Unhas;;;LIMPEZA;Amanhecer 1;Amanhecer 3 und;5601227029703;;Não;0,5500;0,3200;Uni;Sim;23;;;P;;S;11,0000;39.74;
Detergente Liq. Roupa Escura;;;LIMPEZA;Ultra pro;Ultra 1.485 L;5601009992980;;Não;3,5900;2,2900;Uni;Sim;23;;;P;;S;8,0000;27.45;
Detergente Liq. Roupa Delicada;;;LIMPEZA;Ultra pro;Ultra pro 72 doses;5601009992973;;Não;3,4900;2,1500;Uni;Sim;23;;;P;;S;0;31.97;
Amaciador R. Concentrado Talco;;;LIMPEZA;Ultra pro;Ultra Pro 80 doses;5607047017401;;Não;2,4900;1,3200;Uni;Sim;23;;;P;;S;12,0000;53.36;
Sabonete Sólido Glicerina Hidratante;;;HIGIENE;Palmolive;Palmolive Natural;8693495032940;;Não;0,9500;0,5900;Uni;Sim;23;;;P;;S;12,0000;30.91;
Lixivia Moderna;;;LIMPEZA;Lixivia;Moderna 5 L;5603640000024;;Não;1,4500;0,9200;Uni;Sim;23;;;P;;S;4,0000;28.14;
Iogurte Pedaços;;;IOGURTES;Amanhecer 1;Amanhecer  Morango 4 x 125g;5601227034752;;Não;1,1900;0,9200;Uni;Sim;6;;;P;ALI;S;-2,0000;22.03;
Salsichas Frankfurt Originais Lata 6 un;;;CONSERVAS;Nobre;Nobre emb. 250 gr (peso escorrido 120 gr);5601119007963;;Não;1,1900;0,7200;Uni;Sim;23;;;P;;S;23,0000;34.37;
Sabão Barra Azul;;;LIMPEZA;Confiança;Confiança  emb.5x100g;5601092000234;;Não;1,8900;1,1900;Uni;Sim;23;;;P;;S;3,0000;29.12;
Sabão Barra Rosa;;;LIMPEZA;Confiança;Condiança emb.5x100g;5601092000128;;Não;1,8900;1,1900;Uni;Sim;23;;;P;;S;0;29.12;
Areia p/ Gatos absorbente 5 kg.;;;PET;Zoolite;Zoolit;8480004012384;;Não;1,5000;0,9400;Uni;Sim;23;;;P;;S;3,0000;29.74;
Cálem Velhotes Vinho do Porto Tawny;;;BEBIDAS C/ ALCOOL;Calem;Cálem garrafa 75 cl;5601077111023;;Não;5,5000;3,5500;Uni;Sim;23;;;P;;S;-2,0000;25.96;https://www.vendus.pt/foto/58fee788cb6c6ed1f44329afe68662ed.jpg
